"Frequency","Reference area","Value","Unit of measure","Breaks","Coverage","Title (tseries level)","Time Period","1927-Q1","1927-Q2","1927-Q3","1927-Q4","1928-Q1","1928-Q2","1928-Q3","1928-Q4","1929-Q1","1929-Q2","1929-Q3","1929-Q4","1930-Q1","1930-Q2","1930-Q3","1930-Q4","1931-Q1","1931-Q2","1931-Q3","1931-Q4","1932-Q1","1932-Q2","1932-Q3","1932-Q4","1933-Q1","1933-Q2","1933-Q3","1933-Q4","1934-Q1","1934-Q2","1934-Q3","1934-Q4","1935-Q1","1935-Q2","1935-Q3","1935-Q4","1936-Q1","1936-Q2","1936-Q3","1936-Q4","1937-Q1","1937-Q2","1937-Q3","1937-Q4","1938-Q1","1938-Q2","1938-Q3","1938-Q4","1939-Q1","1939-Q2","1939-Q3","1939-Q4","1940-Q1","1940-Q2","1940-Q3","1940-Q4","1941-Q1","1941-Q2","1941-Q3","1941-Q4","1942-Q1","1942-Q2","1942-Q3","1942-Q4","1943-Q1","1943-Q2","1943-Q3","1943-Q4","1944-Q1","1944-Q2","1944-Q3","1944-Q4","1945-Q1","1945-Q2","1945-Q3","1945-Q4","1946-Q1","1946-Q2","1946-Q3","1946-Q4","1947-Q1","1947-Q2","1947-Q3","1947-Q4","1948-Q1","1948-Q2","1948-Q3","1948-Q4","1949-Q1","1949-Q2","1949-Q3","1949-Q4","1950-Q1","1950-Q2","1950-Q3","1950-Q4","1951-Q1","1951-Q2","1951-Q3","1951-Q4","1952-Q1","1952-Q2","1952-Q3","1952-Q4","1953-Q1","1953-Q2","1953-Q3","1953-Q4","1954-Q1","1954-Q2","1954-Q3","1954-Q4","1955-Q1","1955-Q2","1955-Q3","1955-Q4","1956-Q1","1956-Q2","1956-Q3","1956-Q4","1957-Q1","1957-Q2","1957-Q3","1957-Q4","1958-Q1","1958-Q2","1958-Q3","1958-Q4","1959-Q1","1959-Q2","1959-Q3","1959-Q4","1960-Q1","1960-Q2","1960-Q3","1960-Q4","1961-Q1","1961-Q2","1961-Q3","1961-Q4","1962-Q1","1962-Q2","1962-Q3","1962-Q4","1963-Q1","1963-Q2","1963-Q3","1963-Q4","1964-Q1","1964-Q2","1964-Q3","1964-Q4","1965-Q1","1965-Q2","1965-Q3","1965-Q4","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4"
"Q:Quarterly","DK:Denmark","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:DK:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9506","9.8765","13.0658","18.93","15.4391","19.8502","17.2429","16.436","15.1738","13.0859","17.8114","15.7504","10.6534","3.9724","0.2964","4.8139","11.8742","19.9336","24.0722","15.9216","11.9048","9.2798","6.5379","10.7237","7.921","13.4347","15.354","16.4361","19.9287","17.3631","15.9595","11.3911","10.2991","10.9101","9.844","8.6077","4.13","-3.485","-3.2973","-2.9975","-1.8279","-2.8282","-7.8685","-6.3198","-6.5168","-1.7756","-0.4935","0","9.4513","22.2139","26.7595","27.4693","24.103","12.5191","12.2179","13.9327","12.0764","14.8259","21.6546","19.2609","21.254","16.3578","5.8415","4.8418","-7.3697","-7.8811","-6.071","-8.3333","-0.4835","-0.5836","1.9623","3.7506","1.3582","1.8607","-1.9245","-4.0898","-7.5934","-7.3937","-7.9268","-7.1557","-0.731","0.1057","2.2396","3.6476","0.8907","-0.3636","-1.8608","-5.0859","-5.6975","-6.3331","0","8.6105","16.4399","17.2301","10.3324","5.7956","2.3049","6.0463","10.2241","11.8139","10.9819","9.7857","10.3513","11.6012","12.69","12.8729","12.0182","8.7715","8.1106","9.6508","8.797","9.3437","8.9592","6.1975","6.7063","5.2441","5.164","6.4033","6.8418","7.5635","8.0014","6.5512","5.3611","3.6052","3.1939","3.8188","3.2863","4.1387","2.3599","2.5421","3.6948","4.0235","7.743","10.1613","11.7274","14.06","15.4434","16.3982","21.4184","26.3158","29.404","30.3145","23.4813","14.693","7.4719","2.7027","0.8515","0","-1.7143","-2.6316","-5.3471","-11.0899","-15.6008","-14.8649","-11.893","-4.8387","2.2962","3.1746","3.1496","2.5989","0.8979","0.989","-3.0534","-5.6167","-4.6719","-5.3319","-1.7998","1.4002","2.6838","4.8276","4.4674","3.4522","3.6364","3.8377","3.2895","4.3382","6.6886","6.2302","7.2187","7.6759","5.8582","4.9702","5.9406","4.2574","4.466","4.6402","4.6729","4.3685","4.8327","4.6154","3.6607","3.2757","2.8369","2.6817","2.4117","2.5551","2.069","1.4322","6.1396","10.8247","14.0203","15.3654","11.252","4.1085"
"Q:Quarterly","DK:Denmark","R:Real","628:Index, 2010 = 100",,,,"Q:DK:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4725","53.6675","52.1662","51.3891","55.9749","55.244","56.0443","57.9383","60.7281","62.2344","61.7038","63.0675","65.0423","64.8007","66.3391","65.5321","63.1738","58.7862","57.2741","59.0927","62.3054","63.0415","65.1211","65.4711","65.5795","63.7689","64.0584","64.2513","63.7934","65.7213","66.5369","66.5465","67.9667","69.5277","70.429","69.1135","70.1219","71.4868","69.1031","67.2278","64.4025","60.62","59.9788","58.9062","57.0681","52.536","49.4303","49.2188","47.7901","47.0823","44.8698","44.8184","48.2533","53.5669","53.655","54.0822","56.3168","56.4956","56.5551","58.1826","59.7671","61.5643","66.0102","67.0476","70.8711","68.8884","67.0575","67.3232","62.5626","61.4882","60.6254","59.3876","59.4652","58.4592","59.2708","58.9361","57.6508","56.8011","55.4308","53.9045","51.5265","51.3742","49.7445","48.9523","49.9489","50.0701","49.707","49.6516","49.2121","48.7045","47.7757","46.4233","45.835","45.1773","47.2156","49.7047","52.3994","51.9531","51.0278","51.4888","52.4153","53.8532","55.2248","56.5055","57.0994","57.9594","59.5403","61.59","63.001","64.0973","65.1363","65.5876","66.7169","68.9217","69.7891","70.5327","71.2688","71.5753","72.5316","72.0842","72.6628","73.7952","75.4298","75.5524","76.614","76.653","77.5766","76.7127","77.1302","77.8229","78.3231","77.8367","76.8472","78.0134","79.7549","79.8117","82.0243","85.0057","88.0631","89.7872","93.5521","97.2986","104.5572","111.0899","118.5866","124.2829","126.7038","125.288","125.088","125.6414","126.3606","122.6253","119.3087","118.1789","114.8022","105.9308","98.955","99.4005","100.1528","99.557","99.1487","100.3592","100.915","99.5699","97.4073","98.3667","95.2546","91.6035","90.4146","91.1325","91.292","90.843","91.7755","94.729","94.8885","93.3787","94.5383","97.7727","97.4519","96.9731","100.5915","103.243","103.8605","104.0684","106.1645","108.2305","109.8476","108.0664","109.843","112.3209","113.2494","111.3812","114.4705","116.3563","116.3667","114.131","116.3419","118.5879","118.6725","116.2524","118.021","120.1697","125.3108","128.2559","133.6192","136.3869","136.816","129.4425"
"Q:Quarterly","DK:Denmark","R:Real","771:Year-on-year changes, in per cent",,,,"Q:DK:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7581","2.9375","7.4342","12.7442","8.4917","12.6537","10.0982","8.8529","7.1042","4.1237","7.5123","3.9078","-2.8728","-9.2816","-13.6646","-9.8262","-1.3747","7.2387","13.7007","10.7938","5.2549","1.1538","-1.6319","-1.8631","-2.7235","3.0616","3.8691","3.5722","6.5419","5.7918","5.8496","3.8575","3.171","2.8177","-1.8826","-2.7285","-8.1565","-15.2012","-13.2039","-12.3782","-11.3884","-13.3355","-17.587","-16.4453","-16.2578","-10.3809","-9.2261","-8.9406","0.9693","13.773","19.5792","20.6697","16.7107","5.4672","5.4052","7.5819","6.1267","8.972","16.7184","15.2365","18.5787","11.8966","1.5866","0.411","-11.7234","-10.7423","-9.5919","-11.7873","-4.9509","-4.9262","-2.2344","-0.7603","-3.0512","-2.8362","-6.4786","-8.5373","-10.6231","-9.5544","-10.2584","-9.187","-3.0617","-2.5384","-0.0754","1.4285","-1.4751","-2.7273","-3.8853","-6.5018","-6.8623","-7.2421","-1.1723","7.0684","14.3217","14.9983","8.074","3.5894","0.0303","3.6574","8.2249","9.7433","8.9366","7.6248","7.8145","8.9984","10.3356","10.59","9.3985","6.4906","5.8981","7.5266","7.1432","7.5396","6.8227","3.8503","3.9297","2.1997","1.956","3.1014","3.9958","4.8114","5.4377","3.8727","2.846","1.5357","0.6738","1.5262","0.9624","1.4652","-0.3669","0.2448","1.828","2.5374","6.7369","8.9629","10.4172","12.4988","14.0542","14.4613","18.7299","23.7257","26.76","27.7335","21.1813","12.7807","5.4824","1.0931","-0.2708","-2.1252","-4.6202","-5.9395","-9.1472","-13.6142","-17.0597","-15.8898","-12.7605","-6.017","0.1957","0.9645","0.761","0.013","-1.7564","-1.9854","-5.6091","-8.0008","-7.1788","-7.3543","-4.16","-0.8302","1.5051","3.9464","3.9396","2.7913","3.0104","3.213","2.7014","3.8493","6.403","5.5949","6.5762","7.3167","5.5403","4.8309","5.7646","3.8418","3.4649","3.7793","3.0968","3.0673","4.2128","3.5928","2.7526","2.4689","1.6349","1.9179","1.9816","1.8588","1.4432","1.3339","5.5937","10.3254","13.2165","13.4953","9.1814","0.9252"
"Q:Quarterly","EE:Estonia","N:Nominal","628:Index, 2010 = 100",,,,"Q:EE:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1802","89.2777","94.2764","106.5734","120.5699","132.6668","141.9645","156.8608","161.9595","172.3569","167.3582","164.9588","159.96","155.1612","154.9613","132.5669","104.074","96.7758","89.5776","88.078","98.3754","99.2752","102.9743","99.3752","104.8738","107.973","109.9725","111.0722","112.4719","116.171","119.1702","117.5706","121.1697","125.6686","132.3669","135.866","142.3644","143.864","149.8625","149.5626","153.8615","158.9603","155.861","157.1607","156.9608","161.8595","167.3582","169.2577","169.0577","169.6576","175.3562","177.5556","180.155","182.1545","182.5544","187.6531","190.8523","192.6518","197.3507","203.0492","212.7468","200.4499","205.0487","212.8468","226.7433","232.6418","240.5399","256.2359"
"Q:Quarterly","EE:Estonia","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:EE:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2728","48.6002","50.5833","47.1857","34.3283","29.9171","17.8874","5.1625","-1.2346","-9.9768","-7.4074","-19.6364","-34.9375","-37.6289","-42.1936","-33.5596","-5.4755","2.5827","14.9554","12.8264","6.6057","8.7613","6.7961","11.7705","7.245","7.5926","8.3636","5.8506","7.7333","8.1755","11.0738","15.5612","17.4917","14.4789","13.2175","10.081","8.0758","10.4935","4.0027","5.0802","2.0143","1.8239","7.3766","7.6972","7.707","4.8178","4.779","4.9025","6.5642","7.366","4.1049","5.687","5.9378","5.7629","8.1051","8.2046","11.472","4.0478","3.9007","4.8252","6.5789","16.0598","17.3087","20.3851"
"Q:Quarterly","EE:Estonia","R:Real","628:Index, 2010 = 100",,,,"Q:EE:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.9719","113.3599","118.0817","132.8971","148.7464","161.3083","170.2938","187.2086","189.9637","198.3038","188.6369","180.5511","168.9261","160.2789","157.5516","134.0197","106.5547","100.2697","92.0611","90.8472","100.4538","99.7083","102.494","97.3936","101.6175","103.0792","103.997","104.5753","104.4173","106.7227","108.6414","106.7123","108.6563","111.6681","117.3956","121.5297","126.8905","127.8623","133.6735","134.3949","138.3905","141.3513","139.6696","141.9979","141.7709","144.9237","149.3299","150.9889","148.2779","147.3002","150.8406","152.57","153.2383","153.0713","151.6256","155.4546","158.6708","157.3163","160.365","165.3539","174.2705","165.6087","168.2167","175.3265","184.5691","186.4331","186.9596","193.0393"
"Q:Quarterly","EE:Estonia","R:Real","771:Year-on-year changes, in per cent",,,,"Q:EE:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8701","42.2975","44.2169","40.8674","27.7097","22.9346","10.7714","-3.5562","-11.0745","-19.1751","-16.4789","-25.7719","-36.9223","-37.4405","-41.5677","-32.2135","-5.7256","-0.5599","11.3325","7.2059","1.1585","3.3808","1.4665","7.374","2.7552","3.5346","4.4659","2.0435","4.0597","4.6338","8.0579","13.8853","16.7815","14.5021","13.8659","10.586","9.0629","10.5496","4.4856","5.6572","2.4427","2.5273","6.9166","6.3318","4.5898","1.6398","1.0117","1.0472","3.3454","3.9179","0.5204","1.8906","3.5451","2.7733","5.7638","6.368","9.8315","5.2711","4.8961","6.031","5.9096","12.5745","11.1421","10.1028"
"Q:Quarterly","ES:Spain","N:Nominal","628:Index, 2010 = 100",,,,"Q:ES:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5527","1.6054","1.623","1.6405","1.6195","1.6757","1.7248","1.7705","1.9462","1.9321","2.0972","2.2272","2.459","2.7471","2.863","2.8701","2.8701","2.9719","3.0106","3.0668","3.137","3.4602","3.6359","3.7659","4.1593","4.5984","4.9708","5.4169","5.8877","6.3373","6.5551","6.6254","6.6465","6.6394","6.7589","6.6921","6.9732","7.0785","7.061","6.9661","7.191","7.4017","7.3174","7.1312","7.3104","7.4369","7.5247","7.7355","8.5821","8.9755","9.102","9.1512","9.4814","9.6359","9.6676","9.7413","10.3245","10.5774","10.6898","10.8058","11.1746","11.698","12.4674","13.5634","15.3901","16.3843","17.252","18.3445","19.5951","20.6946","21.4675","22.4616","24.2392","25.4898","26.6877","27.4149","29.2205","29.7158","30.299","30.8224","32.5648","33.8646","34.655","36.1655","34.532","33.7487","33.6468","33.4817","33.2041","33.703","33.9594","34.0086","33.696","33.8049","34.2088","34.114","34.662","35.0941","35.326","35.4349","35.5683","35.8213","35.8424","35.9091","35.9794","36.2604","36.4501","36.7241","36.8611","37.6726","38.4314","39.2077","40.3986","41.7476","42.8858","42.9385","44.3366","45.5802","46.202","46.2547","48.1692","49.8273","50.9163","51.4327","54.4889","57.8543","59.2033","60.3415","63.7069","67.8521","69.6648","71.4774","75.4154","79.7117","81.3698","83.8043","87.2751","90.7985","92.2985","94.473","95.3531","99.4333","102.6811","105.3418","107.8687","110.953","112.1495","111.3469","110.9381","110.6483","108.8869","105.5276","102.7108","102.2501","101.321","100.9123","99.6488","101.269","99.5968","99.4853","96.1038","94.9518","91.5628","86.8063","82.4734","79.7978","76.8176","75.74","71.905","71.3328","71.8827","70.976","70.7531","71.9273","72.0834","72.2246","71.8456","74.8184","75.3163","75.294","76.3568","77.702","78.3412","78.6162","80.4147","82.0423","83.5585","84.2719","85.4388","87.6238","89.5413","89.9054","91.3249","92.358","93.837","93.2276","94.3275","94.3721","95.5463","94.7957","95.2193","97.4712","99.5299","100.7636"
"Q:Quarterly","ES:Spain","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:ES:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2986","4.3764","6.2771","7.9229","20.1735","15.304","21.5886","25.7937","26.3538","42.1818","36.5159","28.8644","16.7143","8.1841","5.1534","6.8543","9.3023","16.4303","20.7701","22.795","32.5868","32.8934","36.715","43.8433","41.5541","37.8151","31.8728","22.3087","12.8878","4.7672","3.1083","1.0074","4.9154","6.6138","4.4699","4.0945","3.1234","4.5658","3.6318","2.3701","1.661","0.4746","2.8325","8.4729","17.3955","20.6897","20.9617","18.3015","10.4789","7.3581","6.2138","6.4491","8.8922","9.7703","10.5741","10.9268","8.2341","10.5945","16.6283","25.5202","37.724","40.0601","38.377","35.2499","27.3225","26.3079","24.4349","22.4435","23.7003","23.1709","24.3168","22.0519","20.5507","16.5794","13.5317","12.4295","11.4451","13.9615","14.3768","17.3353","6.041","-0.3423","-2.9093","-7.4211","-3.8454","-0.1353","0.9292","1.5738","1.4812","0.3023","0.7345","0.3099","2.867","3.8138","3.2656","3.8719","2.6148","2.0721","1.4618","1.3384","1.1556","1.2259","1.6956","2.2696","2.4507","3.8946","5.4356","6.763","9.5969","10.8169","11.5905","9.5153","9.7478","9.1804","7.7326","7.7231","8.6443","9.3179","10.2038","11.1947","13.1199","16.1097","16.2757","17.3212","16.917","17.281","17.6704","18.4549","18.3788","17.4786","16.802","17.2458","15.7257","13.9086","13.4309","12.7306","9.2559","9.5098","11.2489","11.5046","13.1255","11.5853","9.2212","5.7006","2.8455","-0.2746","-2.9092","-5.2263","-7.4161","-7.59","-6.9483","-4.3735","-2.9812","-0.9594","-1.7018","-1.4141","-3.5576","-6.2381","-8.0666","-12.7447","-14.183","-15.9596","-16.1039","-12.7483","-12.8143","-10.6082","-6.4241","-6.2899","-1.6021","0.8335","0.2792","1.7592","1.5441","4.0194","4.485","4.2498","6.2791","3.8542","4.0162","4.4122","5.3144","5.5858","6.6597","7.1942","6.2477","6.8032","7.16","6.6849","6.8894","5.4029","4.7975","3.6951","3.2878","2.1807","1.8216","1.6821","0.9455","3.284","4.1693","6.2956"
"Q:Quarterly","ES:Spain","R:Real","628:Index, 2010 = 100",,,,"Q:ES:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7667","29.0748","29.1017","28.468","27.6398","28.3079","28.3252","28.4091","30.704","29.437","30.6334","31.3535","33.8307","36.0627","36.2914","34.6341","33.2608","33.2899","32.4868","32.266","31.7177","32.7191","33.4078","33.0873","34.3157","35.9545","35.8957","37.4663","39.3396","40.5793","40.097","39.419","38.1445","36.7891","35.9109","34.446","34.3027","33.9302","32.5876","31.1893","30.8497","30.8752","29.5541","27.9152","27.4447","26.9604","26.5023","26.6357","28.4542","29.0514","28.8656","28.0197","28.0554","28.0246","27.3668","27.1558","27.8875","28.0522","28.0618","27.821","27.7051","28.6835","29.8961","32.1552","35.9612","38.0252","39.5375","41.5586","43.8546","46.1542","46.6871","48.2435","51.0694","53.1743","54.2853","54.9797","57.5406","58.0625","57.9254","57.909","60.3909","62.3812","62.5486","64.3605","60.1021","58.4331","57.5158","56.6356","55.445","55.7468","55.5005","54.9091","53.5884","53.3351","53.4023","52.7791","52.6162","52.6701","52.8004","52.5274","52.0898","51.8893","51.6804","51.5206","51.3843","51.7118","51.6257","51.6719","51.6896","52.6645","53.3728","54.3534","55.6096","57.0731","58.1658","57.953","59.2992","60.3938","60.4706","60.0285","62.0726","63.3982","64.2989","64.9258","68.5006","71.1724","73.02","73.284","77.1916","81.1514","83.4947","84.5636","89.4175","92.3776","94.4002","95.8513","100.2126","101.9431","103.5212","104.3454","105.26","107.4006","111.2361","113.4087","116.2594","117.0491","118.6859","115.3087","114.5481","111.5936","109.8453","106.6655","105.5597","103.8245","103.317","101.8545","101.306","101.2193","99.6126","97.9162","94.4117","91.7022","88.8539","83.1478","79.4662","75.5807","72.5438","70.373","67.5136","66.4184","67.0733","65.8622","66.4244","66.8253","67.4829","67.3601","68.1443","69.6883","70.8008","70.4493","72.9028","73.0648","73.78","72.8481","74.7271","75.6353","77.4133","76.9739","78.6458","79.3512","81.1454","80.739","83.1197","82.8779","84.7735","83.3549","85.3385","85.2464","86.7542","85.3705","85.6374","85.8483","87.4019","85.7609"
